,text,labels
436,    raven symones hair be like i am not colored i am american httptcomkx0d4bh2q,non_offensive
437,    hmu when you stop bein a lil bitch,offensive
438,people love to touch my hair ooo is this real yes bitch is yours,offensive
439,    fake eyelashes are okay if they look natural but some of you bitches look like you gonna take flight if you blink too fa ,offensive
440,    i do not care how pretty you are if your personality is trash men are going to treat you accordingly that is not tru ,non_offensive
441,        ooh yea    getting all hoes,offensive
442,  lmao bitch is dumb slap her up,offensive
443,i keep these hoes in check until they bounce,offensive
444,    might have a better chance if we put some trash cans out there,non_offensive
445,    overthinking can and will fuck up the simplest things lighten up bitches,offensive
446,here we go brownies here we go woof woof,non_offensive
447,  a lot of you males need to dress up as real men for halloween since you all be acting like bitches all year   ,offensive
448,      i say if a girl got 7 bodies or more and she 20 or younger she a hoe  this one not up for debate,offensive
449,    girls do not let a guy treat you like a yellow starburstu are a pink starburst,non_offensive
450,no time for bitch niggas,offensive
451,      when a ghetto girl tries to read in class pt1 httpstcouw7abqbtoc  lmaooo,non_offensive
452,  get the loredo steak out dat bitch if u ballin,offensive
453,  rams are for fags,offensive
454,  this niggah be lying  ,offensive
455,  ima show my ass tonight i can feel it   i was thinking the same shit bitch ,offensive
456,i think i am a bitch tonight,offensive
457,my baby boy asleep with my monkey that i had since i was little i love my son so much httptcoiosarfs3ro,non_offensive
458,  on some real shit if i catch this bitch it is game on ,offensive
459,yaaaas bitch yaaaaaas,offensive
460,    nun but bad bitches link up tonight   finna go crazy,offensive
461,        leave the bitching to the bitches ,offensive
462,    egg avi in my mentions with 0 followers pussy bo dont want war ,offensive
463,  pepe because his defending was outstanding his tackles were accurate nd he did hos job perfectly in both legs,non_offensive
464,please tell this bitch i am subbin her ik one of you faggs on here fuck with those lames shit i am blocked or i would lol,offensive
465,      not in florida retard,offensive
466,taylor swift looks like the kinda bitch you would bring home and only get a dry handjob from,offensive
467,       all my hoes stay mad at me i keep em hot guess they got a fever  ,offensive
468,goodnight you stuck up twats for not laughing at my tweets,offensive
469,oh bitch  ,offensive
470,    pete carroll prolly got the hoes lined up for his players after the game bruh,offensive
471,  room temp cus i have sensitive bitch teeth  ,offensive
472,    finally mellie got some back bone i might like her this season 1976 pussy  ,offensive
473,gucci fucked a lot more famous bitches but he the type to not have to speak on itwonder who opened their mouth,offensive
474,    just getting in i hope so cause they stunk it up last night,non_offensive
475,  why why why why why httpstcohvn6knce6d     aint kissing any bitch anytime soon,offensive
476,    really bitch httptco4dvj9shrj5,offensive
477,  when people complain to me about prices i am just like bitch do i look like i make the rules ,offensive
478,  gt    niggahs telling hoes i am down talking them just so i cannot get on    ,offensive
479,  do not be a bitch get two,offensive
480,on sight     bitch i bet not see you in the streets   trash ass nigga,offensive
481,she was like ima need you to write a statement bitch write yourself a diet it is always the old people trying to snitch bitch,offensive
482,bitch live a little,offensive
483,taco bell is super trash when you are sober,non_offensive
484,i got hoes in different area codes,offensive
485,you cannot blame me for the bitches i attract you all say ima asshole when i talk about hoes but that is kinda what i be having,offensive
486,put ya hands up if you a grade a bitch,offensive
487,    rows for the hoescurls for the girlsplanks for the skanks deep cuts for the slutsquads for the broadsno pecs n ,offensive
488,      last night was cool until niggas was more worried bout us than bitches  like that all the time,offensive
489,damn bird nearly gave me a heart attack and all she said was oh bitch oh,offensive
490,yet this nigga still checkin up on his old hoes,offensive
491,what i do   gotta report you as spam     ladies   if your head game better than your pussy,offensive
492,  bitch stop takin my shit ooo i hate u u dumb bitch,offensive
493,  lmaoo typical nig nog bombs should have got pics,offensive
494,          i  assuming she got a cup on     her pussy got a bicep b wtf httptcocl4jhgmxpi,offensive
495,    because i thought jay z would hit her  yeah he is known for sockin a bitch or 2,offensive
496,i could not have no mama joyce at my wedding what a grumpy ass bitch,offensive
497,i havnt fought a bitch ina minute cant wait,offensive
498,    getting called ugly by a bitch that use to idolize you   ohhhh well okay  ,offensive
499,the fuck mickey ds gave me some cookies in a big mac box httptco5nwxpqxhnf,offensive
500,    i cannot handle no liquor but these bitches cannot handle me,offensive
501,a bitch could never come out of her mouth and speak on shit that she has no idea what she is talking about,offensive
502,yeezus was fuckin trash,offensive
503,      no woman deserves to be sole stomped like that he is a bitch and so is everyone watching doing nada,offensive
504,    cue the liberal lefts uncle tom attacks against tim scott in 432      ,non_offensive
505,i be like bitch please lol httptcopnvmaacwy0,offensive
506,lol faggot team pipe beef,offensive
507,  pit bulls photographed as lovely fairy tale creatures httptcoq0sm89oolh they are fairy tale creatures,non_offensive
508,indirect ass little bitches like you know my fucking number and where i live,offensive
509,  and youre a fucking loudmouth ignorant redneck fuck you still tryin to suck your own dick you cant you dumbfuckits too short,offensive
510,  one mans trash   is another mans treasure  ,non_offensive
511,      omg nathaniel no come here mr pussy mr pussy where are you lol,offensive
512,    upload our pictures  wat pictures bitch,offensive
513,  who is this we i dont love hoes,offensive
514,only broke bitches steal money ,offensive
515,      me  ass hoes     got an iphone but it  off ass bitches,offensive
516,so excited for this white trash bash party tonight  ,offensive
517, broke tf outta this niggah at 24   he stopped playen defense and all,offensive
518,    damn near in love with all them hoes when i am with em,offensive
519,    getting all these checks like nike i am icy and yo bitch like me dice soho  ,offensive
520,cute japanese teen gets her tiight pussy fucked while sucking  httptcoaylkdsnksc,offensive
521,      bbc anal creampie bitch httptco3xneg5mnrk,offensive
522,that old lassie in greggs is a total bitch man,offensive
523,          yeah they trash q this man capitalized his h tho i am takin all ya fans,non_offensive
524,roy hibbert so trash it is unbelievable,offensive
525,  a bitch got 8 amp i am trinna change 2  ,offensive
526,siri is terrible  ,offensive
527,    when you and your boys discover a hoe  httpstcoqhohalwqj2,offensive
528,    i wanna watch a nigger made before christmas,offensive
529,say it to me when i confront you pussy fuck,offensive
530,    it is unfortunate that everyone thinks i am a bitch before they even meet me      ,offensive
531,where this brolic bitch at  lol httptcoc0ooydnq4m,offensive
532,    halloween use to be a holiday for kids it is now national dress like your inner hoe day,offensive
533,  fucc droppin songs when yu gon drop a mixtape nicca,offensive
534,  bitch wea you going,offensive
535,  i gotta find them i know cali got them hoes,offensive
536,    great job by the yankees giving brian cashman a new contract the haters are just wrong cc  ,non_offensive
537,if your pussy stink you aint goin to heaven,offensive
538,nah   really the man at bg breh nigga got random bitches at the bar coming up to me like i attend the university this is crazy,offensive
539,when bitches in the library start acting up httptcox1qgftkb4o,offensive
